firstname,lastname,gender
Ursula,Jones,0
Aurora,Schneider,0
Peter,Awuku,1
Michael,Boateng,1
Mohamed,Larsson,1
Wei,Ferrari,1
Karine,Petrov,0
Lilou,Ansah,0
Abigail,Weber,0
David,Darko,1
Victor,Simon,1
Marine,Petrov,0
Yasmine,Simon,0
Jorge,Garcia,1
Justine,Rossi,0
Zacharie,Akakpo-Doe,1
Yolande,Pereira,0
John,Baah,1
Inès,Sarr,0
Marine,Nkrumah,0
Camila,Tetteh,0
Denis,Diabre,1
Jocelyn,Anani,1
Talitha,Schmidt,0
Stella,Wilson,0
Sophie,Soglo,0
Séraphine,Adzaho,0
Marie,Liu,0
Tiphaine,Li,0
IDRISSOU,Kowalski,1
Omar,Rodriguez,1
Sebastian,Johansson,1
Paolo,Santos,1
Boevi,Djondo,1
Olympe,Ayite,0
Kossiwa,Amevor,0
Mazamesso,Amegantse,1
Cecile,Alassani,0
Koffi-Doe,Koulibaly,1
Dominique,Taylor,1
Gildas,Alassani,1
Anani,Petrov,1
Estelle,Johnson,0
Sabrina,Agbozo,0
Wanda,Suzuki,0
Fiosron,Sokpor,0
Zelda,Sarr,0
Penelope,Gbikpi,0
Paul,Obodai,1
Margaux,Gbedemah,0
Léa,Alassani,0
Marguerite,Williams,0
Caleb,Ferreira,1
Amenyo,Owusu,0
Marcus,Watanabe,1
Helene,Morquette,0
Anthony,Hansen,1
Jocelyn,Leroy,1
Paul,Martinez,1
Katia,Diallo,0
Yawa,Sagna,1
Zélie,Clark,0
Aurelie,Djondo,0
Elena,Nyavor,0
Clémence,Agyeman,0
Yvette,Silva,0
Therese,Gonzalez,0
Charlène,Obodai,0
Ximena,Anani,0
Komivi,Johnson,1
Chen,Ofori,1
Alice,Osei,0
Manon,Rodriguez,0
Séraphine,Hansen,0
Wenceslas,Agbodeka,1
Séraphine,Ayigbe,0
Ella,Lopez,0
Matthew,Soglo,1
Yaa,Owusu,0
Henri,Adzaho,1
Allison,Rossi,0
ruth,Singh,0
Adjoua,Hansen,1
Ivan,Gnama,1
Sophia,Dogbe,0
Louna,Darko,0
Remi,Ofori-Atta,1
Mia,Hounnou,0
Amouzou,Dzokoto,1
Margaux,Sylla,0
Etienne,Osei,1
Wanda,Togbe,0
Bernard,Nyavor,1
Tiphaine,Djondo,0
Abigail,Moussa,0
Awura,Liu,0
Eloise,Dossou,0
Akosua,Quist,0
Aaliyah,Adzaho,0
Yasmine,Agyeman,0
Rahul,Ferreira,1
Irene,Gonzalez,0
Stella,Ferrari,0
Gaston,Lawson,1
Azhar,Nyavor,1
Julia,Garcia,0
James,Wang,1
Edem,Agbodeka,1
Yannick,Amegantse,1
Viviane,Fischer,0
Willy,Petrov,1
Etienne,Ofori,1
Marco,Diallo,1
Noah,Ferrari,1
Dmitry,Smith,1
Florence,Takyi,0
Vera,Ackah,0
Sylvain,Garcia,1
Nicolas,Agbodeka,1
Camille,Azamati,0
Paulin,Dossou,1
Quintina,Quist,0
Natalie,Patel,0
Yasmine,Togbe,0
Dmitry,Adzaho,1
Amandine,Tchamye,0
Kokouga,Koulibaly,1
Emeka,Müller,1
Catherine,Togbe,0
Paisley,Mensah,0
Allison,Li,0
Olivier,Lefebvre,1
Peter,Azamati,1
Zinnia,Owusu,0
Joelle,Zongo,0
Steven,Gupta,1
Patience,Obodai,0
Bernard,Johansson,1
Noémie,Davis,0
Clement,Wang,1
Hazel,Opoku,0
Hiroshi,Avoseh,1
Yannick,Zhang,1
Ravi,Nkrumah,1
LARE,Amegantse,1
Skylar,Morquette,0
Amenyo,Schneider,0
Sophie,Boateng,0
Sven,Ofori-Atta,1
Willy,Gupta,1
Mawuli,Patel,1
Sebastian,Kouyaté,1
Emeka,Batali,1
Hiroshi,Djondo,1
Amélie,Akoto,0
Rosalie,Adzaho,0
Michael,Azamati,1
Takashi,Zhang,1
Rémy,Moussa,1
Coralie,Sarr,0
Mélanie,Togbe,0
Abdoulaye,Sato,1
Gaston,Tchamye,1
Zinnia,Jones,0
Paul,Bakari,1
Karine,Ofori,0
Sven,Ferreira,1
Simone,Abliza,0
Scarlett,Bangoura,0
Hazel,Brown,0
Brigitte,Singh,0
Yaa,Foli,0
Jin,Schmidt,1
Quenotte,Esposito,0
Luís,Sharma,1
Jorge,Weber,1
LARE,Sharma,1
Kossi,Patel,1
Victoria,Traoré,0
Hassan,Abliza,1
Madison,Ofori-Atta,0
Maëlys,Nkrumah,0
Maxime,Nyavor,1
Lydia,Kouassi,0
Mila,Müller,0
Marco,Diabre,1
Baptiste,Hounnou,1
Scarlett,Ocloo,0
Michel,Sokpor,1
Marine,Rodriguez,0
Dmitry,Lefebvre,1
Hortense,Agbozo,0
Hailey,Akakpo-Doe,0
Richard,Amouzou,1
Erik,Novak,1
Pascale,Darko,0
Caroline,Adzaho,0
Mensah,Akoto,1
Nathalie,Clark,0
Akowé,Suzuki,1
Komla,Morquette,1
Mark,Zoungrana,1
Adjoa,Adzaho,0
Julia,Koulibaly,0
Yvette,Ayigbe,0
Ade,Fischer,1
Nathalie,Akoto,0
Odon,Anani,1
Marie,Gonzalez,0
Madeline,Amegantse,0
Giuseppe,Suzuki,1
Yōsuke,Simon,1
Gilles,Watanabe,1
Winnie,Johnson,0
Ahmed,Ocloo,1
Léa,Kouadio,0
Hilaire,Williams,1
James,Davis,1
Abdoulaye,Nayo,1
Maxime,Watanabe,1
Gabriella,Agbozo,0
Laura,Zoungrana,0
Nicolas,Garcia,1
Ella,Togbe,0
Bèni,Ofori-Atta,1
Azhar,Santos,1
Elise,Patel,0
Tristan,Opoku,1
Mahmoud,Koulibaly,1
Nathalie,Tchamye,0
Audrey,Sokpor,0
Koffi-Doe,Amekudzi,1
Abiré,Patel,0
Rahul,Ansah,1
Maëlys,Takahashi,0
Kokou,Simon,1
Etienne,Agbozo,1
Rahul,Soglo,1
Chloe,Suzuki,0
Ekoue,Adzaho,1
Hilaire,Johansson,1
Kofi,Ofori-Atta,1
Téléky,Liu,1
Isabella,Miller,0
Lydia,Ofori,0
Lucy,Gupta,0
Tania,Wang,0
Talitha,Andersen,0
Stefan,Sharma,1
Justine,Weber,0
Kossiwa,Schneider,0
Kwaku,Garcia,1
Maëlys,Danquah,0
Hubert,Agyeman,1
Marco,Bangoura,1
Efia,Johnson,0
Klaus,Traoré,1
Luis,Petrov,1
Aaliyah,Ocloo,0
Francisco,Martinez,1
IDRISSOU,Russo,1
Clémence,Amevor,0
Chike,Avoseh,1
Gabriella,Kowalski,0
Awura,Singh,0
Henri,Avoseh,1
Clémence,Sokpor,0
Mansan,Ofori,0
Wei,Gupta,1
Laurent,Garcia,1
Bèni,Pereira,1
Olivia,Akoto,0
Sabrina,Lefebvre,0
Régis,Azamati,1
Queen,Simon,0
Diane,Ofosu,0
Marcel,Dogbe,1
Fiona,Johnson,0
Yao,Adomako,1
Karine,Akoto,0
Tania,Azamati,0
Chloe,Pereira,0
Xenia,Santos,0
Maëlys,Santos,0
Paolo,Koffi,1
Afi,Watanabe,0
Xenia,Wilson,0
Jean-Pierre,Dossou,1
Karine,Takahashi,0
Jeanne,Sharma,0
Abena,Larsson,0
Thibault,Chen,1
Etienne,Agbodeka,1
Paisley,Attipoe,0
Kodjovi,Amekudzi,1
Violette,Li,0
Mohamed,Johnson,1
Olympe,Osei,0
Jean,Watanabe,1
Johan,Brown,1
Cécilia,Rodriguez,0
Katia,Takyi,0
Stéphane,Takyi,1
Wei,Ferreira,1
Juliette,Larsson,0
Hazel,Mensah,0
Justine,Akoto,0
Hassan,Wilson,1
Lucie,Ansah,0
Gildas,Ayite,1
Éléonore,Leroy,0
Quenotte,Wang,0
Marcel,Diawara,1
Kouadio,Taylor,1
Benoit,Sharma,1
Akowé,Zongo,1
Kwame,Müller,1
Aleksandr,Andersen,1
Paulin,Russo,1
Olivia,Azamati,0
Noémie,Taylor,0
Jean-Pierre,Nkrumah,1
Tatiana,Ocloo,0
Justine,Ayite,0
Stella,Agyeman,0
Joséphine,Darko,0
Élodie,Sharma,0
Cheikh,Ofosu,1
Penelope,Alassani,0
Liliane,Ferrari,0
Émilie,Akakpo,0
Kwame,Fischer,1
Xaviera,Tchamye,0
Akakpo,Nkrumah,1
Wendie,Ivanov,0
Tunde,Opoku,1
Esso,Ansah,1
Adeline,Müller,0
Emmanuel,Simon,1
Méyébinesso,Kowalski,1
Kokou,Abliza,1
Ekoue,Diawara,1
Peter,Diabre,1
Pedro,Darko,1
Miguel,Agbobli,1
Efua,Weber,0
Wanda,Agbobli,0
Océana,Sharma,0
Ahmed,Weber,1
Mia,Davis,0
Blandine,Lefebvre,0
Louna,Boateng,0
Médar,Moussa,1
Olivier,Lopez,1
Kenneth,Kouassi,1
Ella,Pereira,0
Hailey,Zouma,0
Didier,Ivanov,1
Layla,Santos,0
Awura,Agbodeka,0
Sophia,Khan,0
Wendy,Ahove,0
Lydia,Gupta,0
Vincent,Osei,1
Akowé,Gonzalez,1
Franck,Chen,1
Marine,Andersen,0
Wenceslas,Larsson,1
Yaa,Moussa,0
Cecilia,Ofori,0
Yvette,Opoku,0
Clémence,Chen,0
Paolo,Petrov,1
Mélanie,Sarr,0
Aleksandr,Johansson,1
Ella,Sharma,0
James,Danquah,1
Oluwaseun,Diallo,1
Esso,Aidoo,1
Maxime,Akakpo-Doe,1
Madeline,Gupta,0
Xaviera,Amegashie,0
Azhar,Schmidt,1
Yao,Jones,1
Hortense,Amegantse,0
Juan,Hounnou,1
Abiré,Ayigbe,0
Quenotte,Schneider,0
Brian,Danquah,1
Éléonore,Silva,0
Paulin,Taylor,1
Thomas,Smith,1
Dela,Sharma,1
Essowaza,Amekudzi,1
Kofi,Amevor,1
Jin,Nyaku,1
Pierrette,Bangoura,0
Ophelie,Ofori-Atta,0
Thibault,Nkrumah,1
Raoul,Schmidt,1
Fiifi,Asamoah,1
Gaston,Togbe,1
Hans,Simon,1
Chen,Garcia,1
Didier,Aidoo,1
José,Larsson,1
Mireille,Ofori,0
Vincent,Hansen,1
Azhar,Gnama,1
Lei,Zongo,1
Giuseppe,Boateng,1
Léa,Baah,0
Ulysse,Sokpor,1
Xaviera,Mensah,0
Mensah,Ofosu,1
Cédric,Patel,1
Eloise,Ayite,0
Aurora,Togbe,0
Laurent,Nyaku,1
Denis,Davis,1
Nicolas,Kowalski,1
Koffi,Wang,1
Pascale,Durand,0
Wanda,Darko,0
Kodjovi,Esposito,1
Ulysse,Suzuki,1
Ulysse,Miller,1
Ditoma,Larsson,1
Abiré,Ferrari,0
Mensah,Osei,1
Ravi,Andersen,1
Brooklyn,Fischer,0
Yvette,Koulibaly,0
Ava,Takahashi,0
Zinnia,Johnson,0
Akosua,Foli,0
Ella,Darko,0
Vera,Johnson,0
Joelle,Schneider,0
Akowé,Moreau,1
Yawa,Amevor,1
Kwesi,Amouzou,1
Azhar,Amegantse,1
Lydia,Kouadio,0
Noah,Johansson,1
Pierrette,Batali,0
Azhar,Ansah,1
Giuseppe,Moreau,1
Julie,Taylor,0
Adjoua,Diabre,1
Véronique,Li,0
Lucy,Ayite,0
Luc,Ferrari,1
Rachelle,Toure,0
Anthony,Simon,1
Anthony,Nkrumah,1
Koku,Gnama,1
Sebastian,Takyi,1
Scarlett,Diallo,0
Komla,Rodriguez,1
Adjoa,Aidoo,0
Caroline,Danquah,0
Christophe,Abliza,1
Youssef,Müller,1
Tatiana,Hansen,0
Carlos,Sato,1
Matthew,Nyavor,1
Aria,Leroy,0
Olivia,Tetteh,0
John,Rossi,1
Bernard,Agyeman,1
Maëlle,Martinez,0
Michel,Gonzalez,1
Akosua,Opoku,0
Perrine,Hansen,0
Giselle,Moussa,0
Fiosron,Ackah,0
Cheikh,Andersen,1
Franck,Gnama,1
Kafui,Koffi,0
Violette,Akakpo-Doe,0
Hortense,Clark,0
Michael,Williams,1
Christopher,Garcia,1
Arjun,Agbobli,1
Wenceslas,Gupta,1
Mawuli,Schneider,1
Amelia,Williams,0
Sebastian,Agyeman,1
Perrine,Sharma,0
Quentin,Baah,1
Sylvain,Ayigbe,1
Vincent,Kouadio,1
Efia,Sokpor,0
Abena,Toure,0
Anani,Soglo,1
Cécilia,Lefebvre,0
Wanda,Amouzou,0
IDRISSOU,Clark,1
Anthony,Kouassi,1
Scarlett,Koffi,0
Axelle,Sharma,0
Diego,Amevor,1
Odette,Hansen,0
Innocent,Opoku,1
Hannah,Morquette,0
Edem,Schneider,1
Séraphine,Müller,0
Amenyo,Nayo,0
Romain,Ocloo,1
Ezechiel,Quist,1
Olivia,Nkrumah,0
Johan,Kouassi,1
Louis,Owusu,1
Pedro,Schneider,1
Carlos,Kouadio,1
Talitha,Mensah,0
Rosalie,Abliza,0
Élodie,Avoseh,0
Folly,Esposito,1
Laurent,Smith,1
Sergey,Gonzalez,1
Efia,Hansen,0
Abdoulaye,Djondo,1
Kafui,Rodriguez,0
Séraphine,Diawara,0
Olympe,Anani,0
Agbeko,Novak,1
Victoria,Darko,0
Lars,Clark,1
Nicolette,Ayite,0
Anna,Chen,0
Kokou,Novak,1
Edem,Patel,1
Ravi,Attipoe,1
Arnaud,Andersen,1
Aaliyah,Schmidt,0
Didi,Osei,1
Arnaud,Nyavor,1
Louna,Watanabe,0
Togbe,Rossi,1
Odon,Diallo,1
Wendy,Dossou,0
Tina,Hounnou,0
Diane,Santos,0
Brooklyn,Amegantse,0
Paolo,Liu,1
Lars,Boateng,1
Estelle,Sarr,0
Téléky,Esposito,1
Jorge,Agbozo,1
Julie,Agbozo,0
Lucy,Akakpo-Doe,0
Marcel,Kowalski,1
Anna,Jones,0
José,Foli,1
Roseline,Amouzou,0
Katherine,Johnson,0
Helena,Clark,0
Hugues,Anani,1
Juan,Alassani,1
Madeline,Traoré,0
Amit,Diallo,1
Victor,Djondo,1
Daniel,Zhang,1
Akowé,Weber,1
Denis,Petrov,1
Emmanuel,Diallo,1
Miguel,Traoré,1
Caleb,Larsson,1
Amandine,Gupta,0
Inès,Agbobli,0
Kokouga,Lawson,1
Francisco,Brown,1
Anani,Akakpo,1
Diego,Darko,1
Kenneth,Andersen,1
Jin,Ahove,1
Genesis,Jones,0
Hailey,Ackah,0
Ilétou,Gonzalez,0
Efua,Ayigbe,0
Antoine,Gbedemah,1
Justine,Gbedemah,0
Katia,Kouassi,0
Ophelie,Ansah,0
Harper,Diawara,0
Clara,Ferrari,0
Hans,Khan,1
Stéphane,Batali,1
Charlène,Atsu,0
Jocelyn,Takyi,1
Coralie,Lawson,0
LARE,Silva,1
Élise,Avoseh,0
Camille,Martinez,0
Helene,Kouyaté,0
Estelle,Amegantse,0
Stéphane,Ofosu,1
Grace,Foli,0
Essonani,Atsu,1
Segun,Williams,1
Komivi,Kowalski,1
Innocent,Djondo,1
Juan,Foli,1
Nathalie,Ofori-Atta,0
James,Ofori,1
Pedro,Gbikpi,1
Romain,Baah,1
Mawuli,Ivanov,1
Olivia,Nayo,0
Savannah,Diallo,0
Viviane,Schneider,0
Philippe,Dogbe,1
Ravi,Ayigbe,1
Dominique,Ackah,1
Kwesi,Amekudzi,1
Afia,Lopez,0
Abdoulaye,Durand,1
Tiphaine,Amekudzi,0
Justine,Agyeman,0
Joshua,Adzaho,1
Agbeko,Adzaho,1
Dela,Atsu,1
Sergey,Amekudzi,1
Jürgen,Miller,1
Lise,Davis,0
Kokouga,Sokpor,1
Victor,Bakari,1
Mila,Schmidt,0
Roxane,Amouzou,0
Yaa,Patel,0
Kenneth,Akakpo-Doe,1
Charles,Agyeman,1
Jean-Pierre,Atsu,1
Laure,Amekudzi,0
Pascal,Ofori,1
Olympe,Amouzou,0
Hassan,Müller,1
Helene,Schneider,0
Giuseppe,Nayo,1
Madison,Bakari,0
Fiona,Lefebvre,0
Océana,Soglo,0
Gbenga,Gupta,1
Victoria,Nyavor,0
Ezechiel,Koulibaly,1
Mila,Zoungrana,0
Akossiwa,Boateng,0
Abiré,Owusu,0
Maxime,Ferreira,1
Hilaire,Takahashi,1
Adeyemi,Williams,1
Amit,Ivanov,1
Akossiwa,Koulibaly,0
Véronique,Zongo,0
Ezechiel,Petrov,1
Mark,Ayite,1
Essowaza,Awuku,1
Catherine,Batali,0
Ravi,Gbedemah,1
Aleksandr,Khan,1
Stella,Diabre,0
Fiosron,Moussa,0
Anaïs,Ayigbe,0
Elena,Avoseh,0
Cecile,Patel,0
Afia,Dogbe,0
Léa,Johnson,0
Didier,Gnama,1
Hassan,Zhang,1
Mark,Leroy,1
Kofi,Avoseh,1
ruth,Moussa,0
Joelle,Rodriguez,0
Yvette,Nyaku,0
João,Dzokoto,1
Aurelie,Agbodeka,0
Philippe,Adzaho,1
Raymond,Lopez,1
Hassan,Osei,1
Pedro,Nayo,1
Marie,Clark,0
Serena,Ackah,0
Philippe,Dzokoto,1
Isabella,Nyaku,0
Stéphane,Fischer,1
Patrick,Nyaku,1
Arjun,Russo,1
Ibrahim,Amegantse,1
Cédric,Jones,1
Bernard,Schmidt,1
Natalie,Williams,0
Dmitry,Diallo,1
Zinnia,Akakpo-Doe,0
Brooklyn,Bakari,0
Michael,Darko,1
Gaston,Sarr,1
Océana,Wang,0
Roseline,Garcia,0
Kodjovi,Davis,1
Genesis,Gbikpi,0
Nadine,Traoré,0
Togbe,Andersen,1
Julien,Rossi,1
Yolande,Watanabe,0
Estelle,Hansen,0
Sébastien,Khan,1
Samira,Nyaku,0
Awura,Mensah,0
Patience,Gupta,0
Wenceslas,Smith,1
Marco,Takahashi,1
Yao,Aidoo,1
Carlos,Djondo,1
Yolande,Morquette,0
Marguerite,Petrov,0
Kofi,Zhang,1
Lydia,Danquah,0
Théo,Diallo,1
Afi,Simon,0
Tunde,Wang,1
Blandine,Togbe,0
Théo,Obodai,1
Florence,Suzuki,0
Dzidzor,Koulibaly,0
Hiroshi,Attipoe,1
Cheikh,Aidoo,1
Ludovic,Taylor,1
Anthony,Durand,1
Hailey,Pereira,0
Yannick,Morquette,1
Marion,Awuku,0
Chen,Amouzou,1
Jeanne,Rossi,0
Jocelyn,Gonzalez,1
Rachelle,Garcia,0
Émilie,Sharma,0
Yōsuke,Kowalski,1
Winnie,Foli,0
Téléky,Mensah,1
Ravi,Moussa,1
John,Azamati,1
Lars,Aidoo,1
Zoe,Schneider,0
Anna,Ofori-Atta,0
Segun,Smith,1
Boevi,Amouzou,1
Wendy,Amouzou,0
Danielle,Bakari,0
Abdoulaye,Bangoura,1
Zinnia,Patel,0
Essowaza,Zoungrana,1
Elise,Amegantse,0
Madeline,Bakari,0
Willy,Aidoo,1
Zelda,Dzokoto,0
Léa,Aidoo,0
Quintine,Traoré,0
Hassan,Gbikpi,1
Zacharie,Traoré,1
Abiré,Opoku,0
Steven,Dzokoto,1
Jürgen,Ayite,1
Thomas,Djondo,1
Mahmoud,Ansah,1
Ekoue,Clark,1
Essonani,Ferreira,1
Marine,Ocloo,0
Patience,Andersen,0
Xavier,Amegantse,1
Yolande,Dogbe,0
Séraphine,Sylla,0
Wendie,Chen,0
Tunde,Tetteh,1
Zinnia,Khan,0
François,Sokpor,1
Viviane,Dossou,0
Esso,Alassani,1
Azhar,Gupta,1
Philippe,Lopez,1
Quintina,Wang,0
Johan,Dogbe,1
Innocent,Larsson,1
Hazel,Ivanov,0
Zara,Lopez,0
Franck,Andersen,1
Aurelie,Diallo,0
Kwadwo,Ferrari,1
Yolande,Opoku,0
Romain,Abliza,1
Laurent,Davis,1
Pascal,Foli,1
Riley,Ahove,0
Akua,Ackah,0
Kwaku,Amegashie,1
Dzidzor,Diawara,0
Maïwenn,Dzokoto,0
Efia,Ahove,0
Juan,Avoseh,1
Violet,Singh,0
Nathalie,Opoku,0
Hortense,Aidoo,0
Yvette,Petrov,0
Akosua,Koulibaly,0
Amandine,Nkrumah,0
Fiifi,Andersen,1
Nathanael,Agbozo,1
Zoe,Clark,0
Erik,Aidoo,1
Edem,Simon,1
Azhar,Azamati,1
Kouadio,Gbikpi,1
Hortense,Obodai,0
Afia,Atsu,0
Yuki,Alassani,1
Andrew,Moussa,1
Mazamesso,Moreau,1
Willy,Durand,1
Gabriella,Alassani,0
Brian,Ackah,1
Lilou,Agbozo,0
Violette,Fischer,0
Klaus,Amekudzi,1
Sophia,Zoungrana,0
Nathalie,Amouzou,0
Awura,Sagna,0
Helena,Dzokoto,0
William,Gupta,1
Arnaud,Chen,1
Lise,Smith,0
Quintina,Khan,0
Ekoue,Liu,1
Clémence,Müller,0
Didier,Schneider,1
Jacques,Schneider,1
Rahul,Danquah,1
Annabelle,Dogbe,0
Michel,Weber,1
Marcel,Awuku,1
Ivan,Baah,1
Jacqueline,Owusu,0
Etienne,Amegashie,1
Akua,Leroy,0
Paisley,Ofosu,0
Amouzou,Gonzalez,1
Henri,Ivanov,1
Paulin,Sato,1
Gabriella,Agbobli,0
Vera,Ofosu,0
Yuki,Kouassi,1
Rebecca,Ferrari,0
Vincent,Akakpo-Doe,1
Akowé,Nyavor,1
Tatiana,Li,0
Akossiwa,Schneider,0
Aurora,Moussa,0
Valentine,Nyavor,0
Queen,Abliza,0
Wendy,Santos,0
Komla,Sato,1
Maëlys,Zongo,0
Xavier,Atsu,1
Genevieve,Smith,0
João,Foli,1
Nathalie,Soglo,0
Aurora,Koulibaly,0
Hubert,Durand,1
Maïwenn,Ansah,0
Jacques,Agyeman,1
Georges,Zhang,1
Sven,Weber,1
Louis,Diabre,1
Lucy,Novak,0
Gilles,Li,1
Dodji,Smith,1
Talitha,Davis,0
Youssef,Zhang,1
Sébastien,Smith,1
Efua,Lopez,0
José,Müller,1
Caleb,Rossi,1
Joseph,Russo,1
Henri,Russo,1
Axelle,Toure,0
Folly,Tchamye,1
Caroline,Sharma,0
Hassan,Gbedemah,1
Johan,Adomako,1
Mila,Takahashi,0
Tiphaine,Williams,0
Dodji,Sagna,1
Lydia,Sarr,0
Akakpo,Traoré,1
Vincent,Traoré,1
Dela,Smith,1
Véronique,Wang,0
LARE,Obodai,1
Dodji,Watanabe,1
Gilles,Singh,1
Maxime,Ansah,1
Anaïs,Larsson,0
Gilles,Kouadio,1
Cheikh,Koulibaly,1
Eloise,Miller,0
Ella,Gonzalez,0
James,Lefebvre,1
Akua,Danquah,0
Hans,Amekudzi,1
Paolo,Amouzou,1
Denis,Diallo,1
Yvette,Amegantse,0
Emmanuel,Tchamye,1
Pascal,Sylla,1
Kafui,Kouassi,0
Camila,Li,0
Valentine,Amekudzi,0
Talitha,Rodriguez,0
Skylar,Tanaka,0
Yannick,Leroy,1
Tina,Sylla,0
Amélie,Kowalski,0
Jürgen,Johansson,1
Matthew,Watanabe,1
Nana,Baah,0
Abdoulaye,Wilson,1
Yves,Johansson,1
Kevin,Ayite,1
Maïwenn,Silva,0
Genevieve,Azamati,0
Sebastian,Patel,1
Carlos,Amouzou,1
Catherine,Ayigbe,0
Inès,Opoku,0
David,Jones,1
Addison,Abliza,0
Patience,Abliza,0
Cecile,Abliza,0
Liliane,Dzokoto,0
Vijay,Müller,1
Ibrahim,Obodai,1
Donald,Bakari,1
Tunde,Baah,1
Ella,Ayite,0
James,Santos,1
Blandine,Williams,0
Zoé,Durand,0
Efua,Davis,0
Harper,Agbozo,0
Ulysse,Owusu,1
Johan,Batali,1
Lydia,Kowalski,0
Stefan,Diawara,1
Simone,Adomako,0
Régis,Johansson,1
Ama,Sokpor,0
Essonani,Tanaka,1
Erik,Dzokoto,1
Mamadou,Amekudzi,1
Estelle,Nkrumah,0
Giuseppe,Esposito,1
Franck,Akakpo-Doe,1
Romain,Moreau,1
Yaa,Tetteh,0
Lydia,Abliza,0
Mazamesso,Ferrari,1
Pierrette,Ofori,0
Thierry,Agbodeka,1
Togbe,Azamati,1
Aria,Hounnou,0
Bernard,Lefebvre,1
Jacques,Singh,1
Jean,Russo,1
Charles,Watanabe,1
Quentin,Wilson,1
Olympe,Soglo,0
Méyébinesso,Takahashi,1
Tunde,Smith,1
Marcus,Agbozo,1
Adjoa,Gbikpi,0
Akowé,Diallo,1
Amandine,Hansen,0
Océana,Tetteh,0
Emeka,Azamati,1
Aaliyah,Gonzalez,0
Vincent,Bangoura,1
Raymond,Clark,1
Harper,Ofori,0
Vijay,Chen,1
Laurent,Morquette,1
Grace,Asamoah,0
Abigail,Foli,0
Pascale,Adomako,0
Nadine,Schneider,0
Pedro,Lopez,1
Jocelyn,Müller,1
Mélanie,Gbikpi,0
Marion,Djondo,0
Vera,Patel,0
Franck,Durand,1
Coralie,Agbobli,0
Ade,Akakpo,1
Roxane,Nyavor,0
Amenyo,Hansen,0
Adjoa,Miller,0
Valentine,Zoungrana,0
Pedro,Ofori-Atta,1
Margot,Sato,0
Quintina,Koulibaly,0
Victor,Adomako,1
Amenyo,Danquah,0
Amenyo,Hounnou,0
Liliane,Avoseh,0
Zacharie,Silva,1
Patrick,Johansson,1
Romain,Akakpo-Doe,1
Xaviera,Zongo,0
Joelle,Dogbe,0
Cecile,Lawson,0
Gabriella,Andersen,0
Danielle,Gupta,0
Ali,Schneider,1
Nicolas,Durand,1
Vincent,Ayigbe,1
Océana,Sarr,0
Jin,Petrov,1
Willy,Mensah,1
Zinnia,Bakari,0
Leah,Weber,0
Fleur,Dzokoto,0
Cecile,Sylla,0
Victor,Quist,1
Kenneth,Tanaka,1
IDRISSOU,Rossi,1
Dominique,Atsu,1
Liliane,Li,0
Cédric,Batali,1
Adjoa,Kowalski,0
Ximena,Gonzalez,0
Hans,Moussa,1
Victoria,Atsu,0
Lise,Agbozo,0
Paulin,Takyi,1
Vijay,Agbobli,1
Ava,Asamoah,0
Fatoumata,Akoto,0
Hortense,Danquah,0
Koku,Schmidt,1
Miguel,Atsu,1
Kouadio,Dogbe,1
Pascal,Hansen,1
Adeyemi,Hounnou,1
Efua,Osei,0
Takashi,Clark,1
Paolo,Kouadio,1
Abdoulaye,Müller,1
Danielle,Pereira,0
Leah,Pereira,0
Blandine,Akakpo,0
Gérard,Kouadio,1
Sarah,Agyeman,0
Elise,Batali,0
Ella,Watanabe,0
Tina,Li,0
Togbe,Petrov,1
Sarah,Ofori,0
Brigitte,Gonzalez,0
Ludovic,Rossi,1
Ama,Clark,0
Isabelle,Agbozo,0
Akowé,Kouyaté,1
Benoit,Gnama,1
Aline,Nyaku,0
Lei,Gupta,1
Maxime,Agbodeka,1
Nana,Martinez,0
Perrine,Novak,0
Olympe,Garcia,0
Valerie,Smith,0
Maëlys,Petrov,0
Cécilia,Atsu,0
Adjoa,Amegashie,0
Alice,Owusu,0
Victoria,Larsson,0
Bella,Schneider,0
Kodjo,Agbodeka,1
Manon,Silva,0
Beatrice,Hansen,0
Sergey,Simon,1
Caleb,Brown,1
Grace,Anani,0
ruth,Zongo,0
Mahmoud,Clark,1
Lucie,Amevor,0
Audrey,Attipoe,0
Edem,Smith,1
Kenneth,Leroy,1
Christophe,Amouzou,1
Tina,Agbodeka,0
Kossiwa,Durand,0
Perrine,Gnama,0
Léa,Ofori-Atta,0
Maxime,Brown,1
Inès,Kouadio,0
Justine,Gupta,0
Jeanne,Owusu,0
Zelda,Davis,0
Esso,Sylla,1
Segun,Ivanov,1
Paisley,Garcia,0
Abdel-Aziz,Rodriguez,1
Aria,Amegashie,0
Addison,Baah,0
Aaliyah,Durand,0
Ivan,Santos,1
Ursule,Gbedemah,0
Marcus,Togbe,1
Harper,Ahove,0
Anaïs,Smith,0
Maïwenn,Bakari,0
Maxime,Takahashi,1
Florence,Agbobli,0
Layla,Ferreira,0
Leah,Amegantse,0
Kokouga,Avoseh,1
Charlène,Amegashie,0
Wendie,Santos,0
Julien,Avoseh,1
Johan,Diabre,1
Nicolette,Ahove,0
Donald,Akoto,1
William,Agbobli,1
Julia,Russo,0
John,Togbe,1
Boevi,Avoseh,1
Scarlett,Ofosu,0
Talitha,Awuku,0
Mawuli,Singh,1
Giselle,Azamati,0
